"isbn","title","isbn_10","isbn_13","quantity","full_title","date_inserted","date_updated","description","authors"
"9782290151303","Claude Gueux et autres textes contre la peine de mort",,,,,"2022-08-28 15:24:47.438233","2022-08-28 15:24:47.438233","Le 7 novembre 1831, un certain Claude Gueux, emprisonné pour un petit larcin, tue le directeur de sa prison. Il est condamné à mort et guillotiné en juin 1832. Le fait divers, relayé par la presse, inspire Victor Hugo. L'auteur du Dernier Jour d'un condamné s'empare de l'histoire de cet homme ordinaire que la souffrance et le désespoir ont transformé en meurtrier. Réquisitoire contre la peine de mort et plaidoyer pour l'éducation du peuple, cette nouvelle met en scène avec brutalité une société sclérosée, une justice inique et l'Etat indifférent qui ont poussé un individu honnête à commettre un crime. Claude Gueux est suivi d'autres textes contre la peine de mort, dont la Préface au Dernier Jour d'un condamné et le Discours à l'Assemblée constituante du 15 septembre 1848. Objets d'étude : La fiction pour interroger le réel ; Informer, s'informer, déformer. Dossier pédagogique spécial nouveaux programmes. Prolongements : Claude Gueux, téléfilm d'Olivier Schatzky ; la peine de mort aujourd'hui.","Victor Hugo"
"9782070441037","Mithridate",,,,,"2022-08-28 15:36:06.992075","2022-08-28 15:36:06.992075","Mithridate rentre défait par les armées romaines à Nymphée, sa capitale. Malgré les projets d’invasion de Rome qu’il formule dès son retour, il ne repartira plus à la guerre : il vit ses dernières heures. Dans cette fin de règne, les masques tombent. Sympathie de son héritier pour ses ennemis, amour de ses deux fils pour sa promise Monime, et de celle-ci pour son cadet... Il lui faut distinguer les traîtres et les fidèles, sans laisser la jalousie fausser son jugement. Cependant, Rome marche sur Nymphée. Une oeuvre complexe et douloureuse à destination des élèves de seconde, qui étudient cette année « la tragédie et la comédie au XVIIe siècle ».","Jean Racine"
"9782070572670","Harry Potter et le Prince de sang-mêlé",,,,,"2022-08-28 15:44:15.919995","2022-08-28 15:44:15.919995","Dans un monde de plus en plus inquiétant, Harry se prépare à retrouver Ron et Hermione. Bientôt, ce sera la rentrée à Poudlard, avec les autres étudiants de sixième année. Mais pourquoi le professeur Dumbledore vient-il en personne chercher Harry chez les Dursley ? Harry, Ron et Hermione entrent en sixième année à Poudlard où ils vont vivre leur dernière année avant la majorité qui est fixée, chez les sorciers, à l'âge de dix-sept ans. Des événements particulièrement marquants vont contribuer à faire passer Harry du statut d'adolescent à celui d'homme. Ce tome, sur fond de guerre contre un Voldemort plus puissant que jamais, se révèle plus sombre que les précédents. Secrets, alliances et trahisons conduisent aux événements les plus dramatiques qu'Harry ait eu à affronter. Mais, en dépit de ces épisodes tragiques, il émane du texte un sentiment général d'allégresse et de joie de vivre dû à l'humour, aux preuves d'amitié, aux scènes romantiques, à de nouvelles trouvailles poétiques de J K Rowling, mais surtout à la sérénité retrouvée de Harry qui reprend confiance en lui. Ce dernier se plonge également dans les souvenirs d'enfance de Voldemort. Il va ainsi mieux comprendre la personnalité de son adversaire car même cet être monstrueux possède une part d'humanité. Le sens des responsabilités et du sacrifice revêtent, ici encore, une dimension particulièrement importante.","J. K. Rowling"
"9782351806791","Spice & wolf - Tome 3",,,,,"2022-09-02 09:38:44.677135","2022-09-02 07:40:29.084282","Lawrence Kraft, un jeune marchand, sillonne les routes poussiéreuses en quête de négoces profitables. Cette vie simple et régulière va soudainement être bouleversée lorsqu’une nuit, Lawrence rencontre la déesse des moissons, Holo, sous les traits d’une très belle jeune fille... dotée d’une queue et d’oreilles de louve ! Désirant repartir au Nord, revoir les terres de sa naissance, Holo se joint à Lawrence et devient, plus qu’un compagnon de voyage, un véritable associé. Lawrence et sa bosse du commerce, Holo et son instinct primitif sauront-ils reconnaître les bonnes affaires et déjouer les tromperies ?! Un manga qui mêle aventure, thriller, romance et fantastique et qui, de ce fait, séduit un large public, car tout le monde y trouve son bonheur !","Isuna Hasekura, Keito Koume, Jyuu Ayakura"
"9782505012689","Psyren - Tome 04",,,,,"2022-08-28 12:36:48.598504","2022-08-28 12:46:07.157924","La règle du jeu est simple : survivre ! Suite à leur deuxième aventure à Psyren, Ageha et ses compagnons ressentent plus que jamais leur impuissance. Nos amis essaient de profiter du temps dont ils disposent pour développer et maîtriser le pouvoir de l'éveil, mais pour Ageha, la situation est plus délicate. Il doit aussi s'entraîner à contrôler la sphère noire, matérialisation de son burst. De son côté, Oboro est appelé par Elmore Tenjuin...","Toshiaki Iwashiro"
"9782723487627","Btooom ! - Tome 06",,,,,"2022-08-28 13:22:29.610224","2022-08-28 12:46:07.157924","Alors que Ryota et Himiko profitaient d'un moment de répit dans l'enfer de ""Btooom!"", apparaissent deux nouveaux joueurs extrêmement puissants et déterminés à l'emporter. Qui est cet homme à l'audace folle qui se déplace tel un félin et use de ses capacités physiques hors du commun pour tendre des pièges à Ryota ?! Dans ce monde de plus en plus violent, il est désormais évident qu'il sera impossible aux participants de résister seuls face aux autres joueurs. L'heure des alliances pour la survie est enfin arrivée !","Jun'ya Inoue"
"9787508681672","葡萄酒有什么好喝的",,,,,"2022-08-28 15:15:16.887186","2022-08-28 15:15:16.887186",,"Fanny Darrieussecq"
"9782290151402","Le Cid",,,,,"2022-08-28 15:25:11.734291","2022-08-28 15:25:11.734291","Rodrigue et Chimène s'aiment et s'apprêtent à se marier. Mais lorsque le comte de Gomès, le père de Chimène, donne un soufflet à don Diègue, celui de Rodrigue, c'est au jeune homme que revient le devoir de laver, dans le sang, l'outrage fait à son vieux père. Rodrigue a ""du coeur "", mais il ne sait que faire : mourir sans offenser Chimène ? Se venger et la perdre ? Cruel dilemme. Le Cid est un poème amoureux. Corneille raconte l'histoire d'une jeunesse que ses aînés condamnent au renoncement et que les sentiments poussent à la révolte.","Pierre Corneille"
"9782070338283","La peau de chagrin",,,,,"2022-08-28 15:36:17.228998","2022-08-28 15:36:17.228998","- Retournez-vous, dit le marchand en saisissant tout à coup la lampe... et regardez cette Peau de Chagrin... Puisque vous êtes un orientaliste... peut-être lirez-vous cette sentence... Ce qui voulait dire en français Si tu me possèdes. Tu posséderas tout, mais ta vie. M'appartiendra, Dieu l'a voulu ainsi. Désire, et tes désirs seront accomplis. Mais règle : tes souhaits sur ta vie. Elle est là. A chaque vouloir Comme tes jours. Me veux-tu ?","Honoré de Balzac"
"9782820304681","Beelzebub et autres histoires maléfiques",,,,,"2022-08-28 12:41:18.118559","2022-08-28 12:41:18.118559","Tatsumi Oga, dit “Le fou furieux”, est la terreur d’un des lycées les plus craignos du Japon ! Un jour, alors qu’il donnait une leçon de politesse à une bande de racailles imprudentes, il repêche un géant moustachu dénommé Alaindelon, qui aussitôt se fend en deux pour laisser entrevoir un nouveau-né. Ce bébé, qui se prend immédiatement d’affection pour le jeune voyou, n’est autre que... le fils du Diable ! Tatsumi va alors vite comprendre qu’il a été choisi pour l’éduquer et en faire le destructeur de l’humanité...","Ryuhei Tamura"
"9782364810037","La fille de la plage - Tome 1",,,1,,"2022-07-11 21:20:15.634056","2022-08-28 16:40:39.339757","Dans une petite ville au bord de la mer, Koume, une jeune collégienne japonaise, vient de vivre une déception amoureuse. S’opère alors un rapprochement entre Koume et Kosuke, un garçon de son collège. C’est un amour à sens unique, en effet Kosuke s’est épris de la jeune fille. Au début leur relation est purement sexuelle mais celle-ci ne cessera d’évoluer au cours de l’histoire. Ce mêle alors toutes sortes de sentiments tel que la jalousie. Koume commence à s’attacher au jeune homme et tente alors de lui faire comprendre. Mais celui-ci ayant perdu tout sentiments et tout désir à son égard va se tourner vers autre chose, quelque chose de nouveau, la pénétration anale...Ce qui semble à première vu n’être qu’une romance se révèle bien plus profond. Inio Asano met en scène deux adolescents qui cherchent leur identité et qui pour cela tentent diverses expériences comme la masturbation, la fellation, et même, la pénétration anale, sans pour autant nous offrir de la pornographie. L’auteur aurait-il exprimé ses propres craintes et interrogations dans ce nouveau manga ?","Inio Asano"
"9782505014874","Psyren - Tome 08",,,,,"2022-08-28 12:37:01.366384","2022-08-28 12:46:07.157924","Ageha et ses amis sont attaqués par des star commanders et se retrouvent séparés. Hiryù et Oboro sont totalement impuissants face aux pouvoirs de téléportation de Shaina. Kabuto, lui, est mis hors de combat en voulant protéger Ageha des attaques explosives de Dorki. Alors que tout espoir semble irrémédiablement perdu. Ageha et ses compagnons sont les témoins d'une étonnante apparition...","Toshiaki Iwashiro"
"9782302072657","Les voyages de Gulliver",,,,"Les voyages de Gulliver - De Laputa au Japon","2022-08-28 13:56:47.481582","2023-02-11 18:18:02.650218","Après une attaque de pirates, Lemuel Gulliver cumule les découvertes : l'île volante de Laputa, Balnibarbi, l'Académie de Lagado, Maldonada, l'île de Glubbdubdrib, le royaume de Luggnagg puis le Japon, avant de rejoindre l'Angleterre. Conte philosophique, pamphlet sociétal et politique ou récit fantastique... cette adaptation, de toute beauté, mêle brillamment humour et satire.","Bertrand Galic, Paul Echegoyen (Illustrateur), Jonathan Swift (Auteur adapté)"
"9782364810044","La fille de la plage - Tome 2",,,1,,"2022-07-11 21:20:09.877428","2022-08-28 16:40:39.339757","Dans une petite ville au bord de la mer, Koume, une jeune collégienne japonaise, vient de vivre une déception amoureuse. S’opère alors un rapprochement entre Koume et Kosuke, un garçon de son collège. C’est un amour à sens unique, en effet Kosuke s’est épris de la jeune fille. Au début leur relation est purement sexuelle mais celle-ci ne cessera d’évoluer au cours de l’histoire. Ce mêle alors toutes sortes de sentiments tel que la jalousie. Koume commence à s’attacher au jeune homme et tente alors de lui faire comprendre. Mais celui-ci ayant perdu tout sentiments et tout désir à son égard va se tourner vers autre chose, quelque chose de nouveau, la pénétration anale...Ce qui semble à première vu n’être qu’une romance se révèle bien plus profond. Inio Asano met en scène deux adolescents qui cherchent leur identité et qui pour cela tentent diverses expériences comme la masturbation, la fellation, et même, la pénétration anale, sans pour autant nous offrir de la pornographie. L’auteur aurait-il exprimé ses propres craintes et interrogations dans ce nouveau manga ?","Inio Asano"
"9782355924903","King's Game - Tome 1",,,,,"2022-08-28 12:33:50.182277","2022-08-28 16:40:39.339757","Une classe de 32 élèves. Un ordre qui tombe par sms toutes les 24h. La sanction en cas de désobéissance ? La mort.","Nobuaki Kanazawa, Hitori Renda"
"9782361835934","Japon ! Panorama de l'imaginaire japonais",,,,,"2022-08-28 14:06:24.671595","2022-08-28 16:40:39.339757","Nous vous invitons à explorer les différents visages de la culture nippone, sous l'angle de ses imaginaires. Au fil d'un voyage thématique, vous découvrirez comment se sont forgées les différentes formes de récit japonais, depuis l'ancestral Kojiki jusqu'aux innovations du jeu vidéo. Vous apprivoiserez les différents personnages qui peuplent ces histoires : les kaiju, school girls et avatars du Guerrier vous révéleront les valeurs qui les animent et les esthétiques qui les portent. Et si les facéties des yokai et la menace sombre des futurs apocalyptiques ne vous ont pas fait fuir, peut-être même distinguerez-vous, à travers les échos de la musique nippone ou dans le jaillissement de ses saveurs élégantes, le rapport étonnant que le Japon entretient avec le temps et l'espace...","Julie Proust Tanguy"
"9782820302168","Beelzebub - Tome 04",,,,,"2022-08-28 12:42:17.075092","2022-08-28 12:46:07.157924","Pour leur toute première rencontre, Tôjô et Oga font ce qu'ils savent faire de mieux : se mettre sur la tronche ! À la clef du duel : le grade du plus fort d'Ishiyama... et la garde de Baby Beel. Mais ceci n'est que le prélude à une future baston d'une toute autre ampleur impliquant rien de moins que leur lycée tout entier ! Pendant ce temps, chez les Oga, un éminent médecin venu spécialement des Enfers attend le retour du fils du diable pour l'ausculter...","Ryūhei Tamura"
"9782013907835","Contes étoilés du monde entier",,,,,"2022-08-28 13:56:54.086395","2022-08-28 13:56:54.086395","Quinze contes et légendes du monde entier nous racontent le soleil, la lune et les étoiles.","Geraldine McCaughrean, Sophy Williams"
"9782820303349","Beelzebub - Tome 07",,,,,"2022-08-28 12:42:04.518509","2022-08-28 12:46:07.157924","Bloqués dans le “terrotrifiant” enfer de Vlad, Oga et Furuichi n’ont pas le temps de voir du pays. Une noble quête les attend : délivrer l’angélique fille d’Alindolon retenue prisonnière à la cité des voleurs, pour espérer regagner leur patrie. Sauf qu’un problème de taille se pose : une bête démoniaque aussi imposante qu’une montagne vient semer le trouble dans la cité. Pour Baby Beel et son coach, Oga, l’heure est à un match titanesque au sommet !","Ryūhei Tamura"
